,valid,zCombo,tf,DC-Gain,k,numer,denom,num-factor-count,denom-factor-count
40,False,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3, R_4/(C_4*R_4*s + 1), R_5, 1/(C_6*s))",\frac{R_{2} R_{4}}{C_{6} R_{4} R_{5} s + s^{3} \left(C_{1} C_{2} C_{6} R_{2} R_{3} R_{4} R_{5} + C_{1} C_{4} C_{6} R_{2} R_{3} R_{4} R_{5}\right) + s^{2} \left(- C_{1} C_{6} R_{2} R_{3} R_{4} + C_{1} C_{6} R_{2} R_{3} R_{5} + C_{1} C_{6} R_{2} R_{4} R_{5} + C_{1} C_{6} R_{3} R_{4} R_{5} + C_{2} C_{6} R_{2} R_{4} R_{5}\right)},,nan,[],"[Poly(zoo*s, s, domain='ZZ[zoo]'), Poly((C_1*C_2*R_2*R_3 + C_1*C_4*R_2*R_3)*s**2 + (-C_1*R_2*R_3*R_4 + C_1*R_2*R_3*R_5 + C_1*R_2*R_4*R_5 + C_1*R_3*R_4*R_5 + C_2*R_2*R_4*R_5)/(R_4*R_5)*s + 1, s, domain='ZZ(C_1,C_2,C_4,R_2,R_3,R_4,R_5)')]",0,2
41,True,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3, R_4/(C_4*R_4*s + 1), R_5, R_6/(C_6*R_6*s + 1))",\frac{R_{2} R_{4} R_{6}}{R_{4} R_{5} + s^{3} \left(C_{1} C_{2} C_{6} R_{2} R_{3} R_{4} R_{5} R_{6} + C_{1} C_{4} C_{6} R_{2} R_{3} R_{4} R_{5} R_{6}\right) + s^{2} \left(C_{1} C_{2} R_{2} R_{3} R_{4} R_{5} + C_{1} C_{4} R_{2} R_{3} R_{4} R_{5} - C_{1} C_{6} R_{2} R_{3} R_{4} R_{6} + C_{1} C_{6} R_{2} R_{3} R_{5} R_{6} + C_{1} C_{6} R_{2} R_{4} R_{5} R_{6} + C_{1} C_{6} R_{3} R_{4} R_{5} R_{6} + C_{2} C_{6} R_{2} R_{4} R_{5} R_{6}\right) + s \left(- C_{1} R_{2} R_{3} R_{4} + C_{1} R_{2} R_{3} R_{5} + C_{1} R_{2} R_{4} R_{5} + C_{1} R_{3} R_{4} R_{5} + C_{2} R_{2} R_{4} R_{5} + C_{6} R_{4} R_{5} R_{6}\right)},R_2*R_6/R_5,R_2*R_4*R_6,[],"[Poly(C_6*R_6*s + 1, s, domain='ZZ[C_6,R_6]'), Poly((C_1*C_2*R_2*R_3 + C_1*C_4*R_2*R_3)*s**2 + (-C_1*R_2*R_3*R_4 + C_1*R_2*R_3*R_5 + C_1*R_2*R_4*R_5 + C_1*R_3*R_4*R_5 + C_2*R_2*R_4*R_5)/(R_4*R_5)*s + 1, s, domain='ZZ(C_1,C_2,C_4,R_2,R_3,R_4,R_5)')]",0,2
42,False,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3, R_4/(C_4*R_4*s + 1), R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{5} R_{2} R_{4}}{C_{6} R_{4} + s^{3} \left(C_{1} C_{2} C_{5} C_{6} R_{2} R_{3} R_{4} R_{5} + C_{1} C_{4} C_{5} C_{6} R_{2} R_{3} R_{4} R_{5}\right) + s^{2} \left(C_{1} C_{2} C_{6} R_{2} R_{3} R_{4} + C_{1} C_{4} C_{6} R_{2} R_{3} R_{4} - C_{1} C_{5} C_{6} R_{2} R_{3} R_{4} + C_{1} C_{5} C_{6} R_{2} R_{3} R_{5} + C_{1} C_{5} C_{6} R_{2} R_{4} R_{5} + C_{1} C_{5} C_{6} R_{3} R_{4} R_{5} + C_{2} C_{5} C_{6} R_{2} R_{4} R_{5}\right) + s \left(C_{1} C_{6} R_{2} R_{3} + C_{1} C_{6} R_{2} R_{4} + C_{1} C_{6} R_{3} R_{4} + C_{2} C_{6} R_{2} R_{4} + C_{5} C_{6} R_{4} R_{5}\right)},,C_5*R_2*R_4/C_6,[],"[Poly((C_1*C_2*C_5*R_2*R_3*R_5 + C_1*C_4*C_5*R_2*R_3*R_5)*s**3 + (C_1*C_2*R_2*R_3*R_4 + C_1*C_4*R_2*R_3*R_4 - C_1*C_5*R_2*R_3*R_4 + C_1*C_5*R_2*R_3*R_5 + C_1*C_5*R_2*R_4*R_5 + C_1*C_5*R_3*R_4*R_5 + C_2*C_5*R_2*R_4*R_5)/R_4*s**2 + (C_1*R_2*R_3 + C_1*R_2*R_4 + C_1*R_3*R_4 + C_2*R_2*R_4 + C_5*R_4*R_5)/R_4*s + 1, s, domain='ZZ(C_1,C_2,C_4,C_5,R_2,R_3,R_4,R_5)')]",0,1
43,False,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3 + 1/(C_3*s), R_4, R_5, 1/(C_6*s))",\frac{C_{3} R_{2} R_{4}}{C_{1} C_{2} C_{3} C_{6} R_{2} R_{3} R_{4} R_{5} s^{3} + s^{2} \left(C_{1} C_{2} C_{6} R_{2} R_{4} R_{5} - C_{1} C_{3} C_{6} R_{2} R_{3} R_{4} + C_{1} C_{3} C_{6} R_{2} R_{3} R_{5} + C_{1} C_{3} C_{6} R_{2} R_{4} R_{5} + C_{1} C_{3} C_{6} R_{3} R_{4} R_{5} + C_{2} C_{3} C_{6} R_{2} R_{4} R_{5}\right) + s \left(- C_{1} C_{6} R_{2} R_{4} + C_{1} C_{6} R_{2} R_{5} + C_{1} C_{6} R_{4} R_{5} + C_{3} C_{6} R_{4} R_{5}\right)},,nan,[],"[Poly(zoo*s, s, domain='ZZ[zoo]'), Poly(-C_1*C_2*C_3*R_2*R_3*R_4*R_5/(C_1*R_2*R_4 - C_1*R_2*R_5 - C_1*R_4*R_5 - C_3*R_4*R_5)*s**2 + (-C_1*C_2*R_2*R_4*R_5 + C_1*C_3*R_2*R_3*R_4 - C_1*C_3*R_2*R_3*R_5 - C_1*C_3*R_2*R_4*R_5 - C_1*C_3*R_3*R_4*R_5 - C_2*C_3*R_2*R_4*R_5)/(C_1*R_2*R_4 - C_1*R_2*R_5 - C_1*R_4*R_5 - C_3*R_4*R_5)*s + 1, s, domain='ZZ(C_1,C_2,C_3,R_2,R_3,R_4,R_5)')]",0,2
44,True,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3 + 1/(C_3*s), R_4, R_5, R_6/(C_6*R_6*s + 1))",\frac{C_{3} R_{2} R_{4} R_{6}}{C_{1} C_{2} C_{3} C_{6} R_{2} R_{3} R_{4} R_{5} R_{6} s^{3} - C_{1} R_{2} R_{4} + C_{1} R_{2} R_{5} + C_{1} R_{4} R_{5} + C_{3} R_{4} R_{5} + s^{2} \left(C_{1} C_{2} C_{3} R_{2} R_{3} R_{4} R_{5} + C_{1} C_{2} C_{6} R_{2} R_{4} R_{5} R_{6} - C_{1} C_{3} C_{6} R_{2} R_{3} R_{4} R_{6} + C_{1} C_{3} C_{6} R_{2} R_{3} R_{5} R_{6} + C_{1} C_{3} C_{6} R_{2} R_{4} R_{5} R_{6} + C_{1} C_{3} C_{6} R_{3} R_{4} R_{5} R_{6} + C_{2} C_{3} C_{6} R_{2} R_{4} R_{5} R_{6}\right) + s \left(C_{1} C_{2} R_{2} R_{4} R_{5} - C_{1} C_{3} R_{2} R_{3} R_{4} + C_{1} C_{3} R_{2} R_{3} R_{5} + C_{1} C_{3} R_{2} R_{4} R_{5} + C_{1} C_{3} R_{3} R_{4} R_{5} - C_{1} C_{6} R_{2} R_{4} R_{6} + C_{1} C_{6} R_{2} R_{5} R_{6} + C_{1} C_{6} R_{4} R_{5} R_{6} + C_{2} C_{3} R_{2} R_{4} R_{5} + C_{3} C_{6} R_{4} R_{5} R_{6}\right)},C_3*R_2*R_4*R_6/(-C_1*R_2*R_4 + C_1*R_2*R_5 + C_1*R_4*R_5 + C_3*R_4*R_5),-C_3*R_2*R_4*R_6*(C_1*R_2*R_4 - C_1*R_2*R_5 - C_1*R_4*R_5 - C_3*R_4*R_5)/(-C_1*R_2*R_4 + C_1*R_2*R_5 + C_1*R_4*R_5 + C_3*R_4*R_5),[],"[Poly(C_6*R_6*s + 1, s, domain='ZZ[C_6,R_6]'), Poly(-C_1*C_2*C_3*R_2*R_3*R_4*R_5/(C_1*R_2*R_4 - C_1*R_2*R_5 - C_1*R_4*R_5 - C_3*R_4*R_5)*s**2 + (-C_1*C_2*R_2*R_4*R_5 + C_1*C_3*R_2*R_3*R_4 - C_1*C_3*R_2*R_3*R_5 - C_1*C_3*R_2*R_4*R_5 - C_1*C_3*R_3*R_4*R_5 - C_2*C_3*R_2*R_4*R_5)/(C_1*R_2*R_4 - C_1*R_2*R_5 - C_1*R_4*R_5 - C_3*R_4*R_5)*s + 1, s, domain='ZZ(C_1,C_2,C_3,R_2,R_3,R_4,R_5)')]",0,2
45,False,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3 + 1/(C_3*s), R_4, R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{3} C_{5} R_{2} R_{4}}{C_{1} C_{2} C_{3} C_{5} C_{6} R_{2} R_{3} R_{4} R_{5} s^{3} + C_{1} C_{6} R_{2} + C_{1} C_{6} R_{4} + C_{3} C_{6} R_{4} + s^{2} \left(C_{1} C_{2} C_{3} C_{6} R_{2} R_{3} R_{4} + C_{1} C_{2} C_{5} C_{6} R_{2} R_{4} R_{5} - C_{1} C_{3} C_{5} C_{6} R_{2} R_{3} R_{4} + C_{1} C_{3} C_{5} C_{6} R_{2} R_{3} R_{5} + C_{1} C_{3} C_{5} C_{6} R_{2} R_{4} R_{5} + C_{1} C_{3} C_{5} C_{6} R_{3} R_{4} R_{5} + C_{2} C_{3} C_{5} C_{6} R_{2} R_{4} R_{5}\right) + s \left(C_{1} C_{2} C_{6} R_{2} R_{4} + C_{1} C_{3} C_{6} R_{2} R_{3} + C_{1} C_{3} C_{6} R_{2} R_{4} + C_{1} C_{3} C_{6} R_{3} R_{4} - C_{1} C_{5} C_{6} R_{2} R_{4} + C_{1} C_{5} C_{6} R_{2} R_{5} + C_{1} C_{5} C_{6} R_{4} R_{5} + C_{2} C_{3} C_{6} R_{2} R_{4} + C_{3} C_{5} C_{6} R_{4} R_{5}\right)},,C_3*C_5*R_2*R_4*(C_1*R_2 + C_1*R_4 + C_3*R_4)/(C_1*C_6*R_2 + C_1*C_6*R_4 + C_3*C_6*R_4),[],"[Poly(C_1*C_2*C_3*C_5*R_2*R_3*R_4*R_5/(C_1*R_2 + C_1*R_4 + C_3*R_4)*s**3 + (C_1*C_2*C_3*R_2*R_3*R_4 + C_1*C_2*C_5*R_2*R_4*R_5 - C_1*C_3*C_5*R_2*R_3*R_4 + C_1*C_3*C_5*R_2*R_3*R_5 + C_1*C_3*C_5*R_2*R_4*R_5 + C_1*C_3*C_5*R_3*R_4*R_5 + C_2*C_3*C_5*R_2*R_4*R_5)/(C_1*R_2 + C_1*R_4 + C_3*R_4)*s**2 + (C_1*C_2*R_2*R_4 + C_1*C_3*R_2*R_3 + C_1*C_3*R_2*R_4 + C_1*C_3*R_3*R_4 - C_1*C_5*R_2*R_4 + C_1*C_5*R_2*R_5 + C_1*C_5*R_4*R_5 + C_2*C_3*R_2*R_4 + C_3*C_5*R_4*R_5)/(C_1*R_2 + C_1*R_4 + C_3*R_4)*s + 1, s, domain='ZZ(C_1,C_2,C_3,C_5,R_2,R_3,R_4,R_5)')]",0,1
46,False,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3 + 1/(C_3*s), 1/(C_4*s), R_5, 1/(C_6*s))",\frac{C_{3} R_{2}}{s^{3} \left(C_{1} C_{2} C_{3} C_{6} R_{2} R_{3} R_{5} + C_{1} C_{3} C_{4} C_{6} R_{2} R_{3} R_{5}\right) + s^{2} \left(C_{1} C_{2} C_{6} R_{2} R_{5} - C_{1} C_{3} C_{6} R_{2} R_{3} + C_{1} C_{3} C_{6} R_{2} R_{5} + C_{1} C_{3} C_{6} R_{3} R_{5} + C_{1} C_{4} C_{6} R_{2} R_{5} + C_{2} C_{3} C_{6} R_{2} R_{5}\right) + s \left(- C_{1} C_{6} R_{2} + C_{1} C_{6} R_{5} + C_{3} C_{6} R_{5}\right)},,nan,[],"[Poly(zoo*s, s, domain='ZZ[zoo]'), Poly((-C_1*C_2*C_3*R_2*R_3*R_5 - C_1*C_3*C_4*R_2*R_3*R_5)/(C_1*R_2 - C_1*R_5 - C_3*R_5)*s**2 + (-C_1*C_2*R_2*R_5 + C_1*C_3*R_2*R_3 - C_1*C_3*R_2*R_5 - C_1*C_3*R_3*R_5 - C_1*C_4*R_2*R_5 - C_2*C_3*R_2*R_5)/(C_1*R_2 - C_1*R_5 - C_3*R_5)*s + 1, s, domain='ZZ(C_1,C_2,C_3,C_4,R_2,R_3,R_5)')]",0,2
47,True,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3 + 1/(C_3*s), 1/(C_4*s), R_5, R_6/(C_6*R_6*s + 1))",\frac{C_{3} R_{2} R_{6}}{- C_{1} R_{2} + C_{1} R_{5} + C_{3} R_{5} + s^{3} \left(C_{1} C_{2} C_{3} C_{6} R_{2} R_{3} R_{5} R_{6} + C_{1} C_{3} C_{4} C_{6} R_{2} R_{3} R_{5} R_{6}\right) + s^{2} \left(C_{1} C_{2} C_{3} R_{2} R_{3} R_{5} + C_{1} C_{2} C_{6} R_{2} R_{5} R_{6} + C_{1} C_{3} C_{4} R_{2} R_{3} R_{5} - C_{1} C_{3} C_{6} R_{2} R_{3} R_{6} + C_{1} C_{3} C_{6} R_{2} R_{5} R_{6} + C_{1} C_{3} C_{6} R_{3} R_{5} R_{6} + C_{1} C_{4} C_{6} R_{2} R_{5} R_{6} + C_{2} C_{3} C_{6} R_{2} R_{5} R_{6}\right) + s \left(C_{1} C_{2} R_{2} R_{5} - C_{1} C_{3} R_{2} R_{3} + C_{1} C_{3} R_{2} R_{5} + C_{1} C_{3} R_{3} R_{5} + C_{1} C_{4} R_{2} R_{5} - C_{1} C_{6} R_{2} R_{6} + C_{1} C_{6} R_{5} R_{6} + C_{2} C_{3} R_{2} R_{5} + C_{3} C_{6} R_{5} R_{6}\right)},C_3*R_2*R_6/(-C_1*R_2 + C_1*R_5 + C_3*R_5),-C_3*R_2*R_6*(C_1*R_2 - C_1*R_5 - C_3*R_5)/(-C_1*R_2 + C_1*R_5 + C_3*R_5),[],"[Poly(C_6*R_6*s + 1, s, domain='ZZ[C_6,R_6]'), Poly((-C_1*C_2*C_3*R_2*R_3*R_5 - C_1*C_3*C_4*R_2*R_3*R_5)/(C_1*R_2 - C_1*R_5 - C_3*R_5)*s**2 + (-C_1*C_2*R_2*R_5 + C_1*C_3*R_2*R_3 - C_1*C_3*R_2*R_5 - C_1*C_3*R_3*R_5 - C_1*C_4*R_2*R_5 - C_2*C_3*R_2*R_5)/(C_1*R_2 - C_1*R_5 - C_3*R_5)*s + 1, s, domain='ZZ(C_1,C_2,C_3,C_4,R_2,R_3,R_5)')]",0,2
48,False,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3 + 1/(C_3*s), 1/(C_4*s), R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{3} C_{5} R_{2}}{C_{1} C_{6} + C_{3} C_{6} + s^{3} \left(C_{1} C_{2} C_{3} C_{5} C_{6} R_{2} R_{3} R_{5} + C_{1} C_{3} C_{4} C_{5} C_{6} R_{2} R_{3} R_{5}\right) + s^{2} \left(C_{1} C_{2} C_{3} C_{6} R_{2} R_{3} + C_{1} C_{2} C_{5} C_{6} R_{2} R_{5} + C_{1} C_{3} C_{4} C_{6} R_{2} R_{3} - C_{1} C_{3} C_{5} C_{6} R_{2} R_{3} + C_{1} C_{3} C_{5} C_{6} R_{2} R_{5} + C_{1} C_{3} C_{5} C_{6} R_{3} R_{5} + C_{1} C_{4} C_{5} C_{6} R_{2} R_{5} + C_{2} C_{3} C_{5} C_{6} R_{2} R_{5}\right) + s \left(C_{1} C_{2} C_{6} R_{2} + C_{1} C_{3} C_{6} R_{2} + C_{1} C_{3} C_{6} R_{3} + C_{1} C_{4} C_{6} R_{2} - C_{1} C_{5} C_{6} R_{2} + C_{1} C_{5} C_{6} R_{5} + C_{2} C_{3} C_{6} R_{2} + C_{3} C_{5} C_{6} R_{5}\right)},,C_3*C_5*R_2*(C_1 + C_3)/(C_1*C_6 + C_3*C_6),[],"[Poly((C_1*C_2*C_3*C_5*R_2*R_3*R_5 + C_1*C_3*C_4*C_5*R_2*R_3*R_5)/(C_1 + C_3)*s**3 + (C_1*C_2*C_3*R_2*R_3 + C_1*C_2*C_5*R_2*R_5 + C_1*C_3*C_4*R_2*R_3 - C_1*C_3*C_5*R_2*R_3 + C_1*C_3*C_5*R_2*R_5 + C_1*C_3*C_5*R_3*R_5 + C_1*C_4*C_5*R_2*R_5 + C_2*C_3*C_5*R_2*R_5)/(C_1 + C_3)*s**2 + (C_1*C_2*R_2 + C_1*C_3*R_2 + C_1*C_3*R_3 + C_1*C_4*R_2 - C_1*C_5*R_2 + C_1*C_5*R_5 + C_2*C_3*R_2 + C_3*C_5*R_5)/(C_1 + C_3)*s + 1, s, domain='ZZ(C_1,C_2,C_3,C_4,C_5,R_2,R_3,R_5)')]",0,1
49,False,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3 + 1/(C_3*s), R_4/(C_4*R_4*s + 1), R_5, 1/(C_6*s))",\frac{C_{3} R_{2} R_{4}}{s^{3} \left(C_{1} C_{2} C_{3} C_{6} R_{2} R_{3} R_{4} R_{5} + C_{1} C_{3} C_{4} C_{6} R_{2} R_{3} R_{4} R_{5}\right) + s^{2} \left(C_{1} C_{2} C_{6} R_{2} R_{4} R_{5} - C_{1} C_{3} C_{6} R_{2} R_{3} R_{4} + C_{1} C_{3} C_{6} R_{2} R_{3} R_{5} + C_{1} C_{3} C_{6} R_{2} R_{4} R_{5} + C_{1} C_{3} C_{6} R_{3} R_{4} R_{5} + C_{1} C_{4} C_{6} R_{2} R_{4} R_{5} + C_{2} C_{3} C_{6} R_{2} R_{4} R_{5}\right) + s \left(- C_{1} C_{6} R_{2} R_{4} + C_{1} C_{6} R_{2} R_{5} + C_{1} C_{6} R_{4} R_{5} + C_{3} C_{6} R_{4} R_{5}\right)},,nan,[],"[Poly(zoo*s, s, domain='ZZ[zoo]'), Poly((-C_1*C_2*C_3*R_2*R_3*R_4*R_5 - C_1*C_3*C_4*R_2*R_3*R_4*R_5)/(C_1*R_2*R_4 - C_1*R_2*R_5 - C_1*R_4*R_5 - C_3*R_4*R_5)*s**2 + (-C_1*C_2*R_2*R_4*R_5 + C_1*C_3*R_2*R_3*R_4 - C_1*C_3*R_2*R_3*R_5 - C_1*C_3*R_2*R_4*R_5 - C_1*C_3*R_3*R_4*R_5 - C_1*C_4*R_2*R_4*R_5 - C_2*C_3*R_2*R_4*R_5)/(C_1*R_2*R_4 - C_1*R_2*R_5 - C_1*R_4*R_5 - C_3*R_4*R_5)*s + 1, s, domain='ZZ(C_1,C_2,C_3,C_4,R_2,R_3,R_4,R_5)')]",0,2
50,True,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3 + 1/(C_3*s), R_4/(C_4*R_4*s + 1), R_5, R_6/(C_6*R_6*s + 1))",\frac{C_{3} R_{2} R_{4} R_{6}}{- C_{1} R_{2} R_{4} + C_{1} R_{2} R_{5} + C_{1} R_{4} R_{5} + C_{3} R_{4} R_{5} + s^{3} \left(C_{1} C_{2} C_{3} C_{6} R_{2} R_{3} R_{4} R_{5} R_{6} + C_{1} C_{3} C_{4} C_{6} R_{2} R_{3} R_{4} R_{5} R_{6}\right) + s^{2} \left(C_{1} C_{2} C_{3} R_{2} R_{3} R_{4} R_{5} + C_{1} C_{2} C_{6} R_{2} R_{4} R_{5} R_{6} + C_{1} C_{3} C_{4} R_{2} R_{3} R_{4} R_{5} - C_{1} C_{3} C_{6} R_{2} R_{3} R_{4} R_{6} + C_{1} C_{3} C_{6} R_{2} R_{3} R_{5} R_{6} + C_{1} C_{3} C_{6} R_{2} R_{4} R_{5} R_{6} + C_{1} C_{3} C_{6} R_{3} R_{4} R_{5} R_{6} + C_{1} C_{4} C_{6} R_{2} R_{4} R_{5} R_{6} + C_{2} C_{3} C_{6} R_{2} R_{4} R_{5} R_{6}\right) + s \left(C_{1} C_{2} R_{2} R_{4} R_{5} - C_{1} C_{3} R_{2} R_{3} R_{4} + C_{1} C_{3} R_{2} R_{3} R_{5} + C_{1} C_{3} R_{2} R_{4} R_{5} + C_{1} C_{3} R_{3} R_{4} R_{5} + C_{1} C_{4} R_{2} R_{4} R_{5} - C_{1} C_{6} R_{2} R_{4} R_{6} + C_{1} C_{6} R_{2} R_{5} R_{6} + C_{1} C_{6} R_{4} R_{5} R_{6} + C_{2} C_{3} R_{2} R_{4} R_{5} + C_{3} C_{6} R_{4} R_{5} R_{6}\right)},C_3*R_2*R_4*R_6/(-C_1*R_2*R_4 + C_1*R_2*R_5 + C_1*R_4*R_5 + C_3*R_4*R_5),-C_3*R_2*R_4*R_6*(C_1*R_2*R_4 - C_1*R_2*R_5 - C_1*R_4*R_5 - C_3*R_4*R_5)/(-C_1*R_2*R_4 + C_1*R_2*R_5 + C_1*R_4*R_5 + C_3*R_4*R_5),[],"[Poly(C_6*R_6*s + 1, s, domain='ZZ[C_6,R_6]'), Poly((-C_1*C_2*C_3*R_2*R_3*R_4*R_5 - C_1*C_3*C_4*R_2*R_3*R_4*R_5)/(C_1*R_2*R_4 - C_1*R_2*R_5 - C_1*R_4*R_5 - C_3*R_4*R_5)*s**2 + (-C_1*C_2*R_2*R_4*R_5 + C_1*C_3*R_2*R_3*R_4 - C_1*C_3*R_2*R_3*R_5 - C_1*C_3*R_2*R_4*R_5 - C_1*C_3*R_3*R_4*R_5 - C_1*C_4*R_2*R_4*R_5 - C_2*C_3*R_2*R_4*R_5)/(C_1*R_2*R_4 - C_1*R_2*R_5 - C_1*R_4*R_5 - C_3*R_4*R_5)*s + 1, s, domain='ZZ(C_1,C_2,C_3,C_4,R_2,R_3,R_4,R_5)')]",0,2
51,False,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3 + 1/(C_3*s), R_4/(C_4*R_4*s + 1), R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{3} C_{5} R_{2} R_{4}}{C_{1} C_{6} R_{2} + C_{1} C_{6} R_{4} + C_{3} C_{6} R_{4} + s^{3} \left(C_{1} C_{2} C_{3} C_{5} C_{6} R_{2} R_{3} R_{4} R_{5} + C_{1} C_{3} C_{4} C_{5} C_{6} R_{2} R_{3} R_{4} R_{5}\right) + s^{2} \left(C_{1} C_{2} C_{3} C_{6} R_{2} R_{3} R_{4} + C_{1} C_{2} C_{5} C_{6} R_{2} R_{4} R_{5} + C_{1} C_{3} C_{4} C_{6} R_{2} R_{3} R_{4} - C_{1} C_{3} C_{5} C_{6} R_{2} R_{3} R_{4} + C_{1} C_{3} C_{5} C_{6} R_{2} R_{3} R_{5} + C_{1} C_{3} C_{5} C_{6} R_{2} R_{4} R_{5} + C_{1} C_{3} C_{5} C_{6} R_{3} R_{4} R_{5} + C_{1} C_{4} C_{5} C_{6} R_{2} R_{4} R_{5} + C_{2} C_{3} C_{5} C_{6} R_{2} R_{4} R_{5}\right) + s \left(C_{1} C_{2} C_{6} R_{2} R_{4} + C_{1} C_{3} C_{6} R_{2} R_{3} + C_{1} C_{3} C_{6} R_{2} R_{4} + C_{1} C_{3} C_{6} R_{3} R_{4} + C_{1} C_{4} C_{6} R_{2} R_{4} - C_{1} C_{5} C_{6} R_{2} R_{4} + C_{1} C_{5} C_{6} R_{2} R_{5} + C_{1} C_{5} C_{6} R_{4} R_{5} + C_{2} C_{3} C_{6} R_{2} R_{4} + C_{3} C_{5} C_{6} R_{4} R_{5}\right)},,C_3*C_5*R_2*R_4*(C_1*R_2 + C_1*R_4 + C_3*R_4)/(C_1*C_6*R_2 + C_1*C_6*R_4 + C_3*C_6*R_4),[],"[Poly((C_1*C_2*C_3*C_5*R_2*R_3*R_4*R_5 + C_1*C_3*C_4*C_5*R_2*R_3*R_4*R_5)/(C_1*R_2 + C_1*R_4 + C_3*R_4)*s**3 + (C_1*C_2*C_3*R_2*R_3*R_4 + C_1*C_2*C_5*R_2*R_4*R_5 + C_1*C_3*C_4*R_2*R_3*R_4 - C_1*C_3*C_5*R_2*R_3*R_4 + C_1*C_3*C_5*R_2*R_3*R_5 + C_1*C_3*C_5*R_2*R_4*R_5 + C_1*C_3*C_5*R_3*R_4*R_5 + C_1*C_4*C_5*R_2*R_4*R_5 + C_2*C_3*C_5*R_2*R_4*R_5)/(C_1*R_2 + C_1*R_4 + C_3*R_4)*s**2 + (C_1*C_2*R_2*R_4 + C_1*C_3*R_2*R_3 + C_1*C_3*R_2*R_4 + C_1*C_3*R_3*R_4 + C_1*C_4*R_2*R_4 - C_1*C_5*R_2*R_4 + C_1*C_5*R_2*R_5 + C_1*C_5*R_4*R_5 + C_2*C_3*R_2*R_4 + C_3*C_5*R_4*R_5)/(C_1*R_2 + C_1*R_4 + C_3*R_4)*s + 1, s, domain='ZZ(C_1,C_2,C_3,C_4,C_5,R_2,R_3,R_4,R_5)')]",0,1
52,False,"(R_1/(C_1*R_1*s + 1), R_2, R_3, 1/(C_4*s), R_5, 1/(C_6*s))",\frac{R_{1} R_{2}}{C_{1} C_{4} C_{6} R_{1} R_{2} R_{3} R_{5} s^{3} + s^{2} \left(- C_{1} C_{6} R_{1} R_{2} R_{3} + C_{1} C_{6} R_{1} R_{2} R_{5} + C_{1} C_{6} R_{1} R_{3} R_{5} + C_{4} C_{6} R_{2} R_{3} R_{5}\right) + s \left(C_{6} R_{1} R_{5} - C_{6} R_{2} R_{3} + C_{6} R_{2} R_{5} + C_{6} R_{3} R_{5}\right)},,nan,[],"[Poly(zoo*s, s, domain='ZZ[zoo]'), Poly(C_1*C_4*R_1*R_2*R_3*R_5/(R_1*R_5 - R_2*R_3 + R_2*R_5 + R_3*R_5)*s**2 + (-C_1*R_1*R_2*R_3 + C_1*R_1*R_2*R_5 + C_1*R_1*R_3*R_5 + C_4*R_2*R_3*R_5)/(R_1*R_5 - R_2*R_3 + R_2*R_5 + R_3*R_5)*s + 1, s, domain='ZZ(C_1,C_4,R_1,R_2,R_3,R_5)')]",0,2
