,x_R_L,x_C_L,x_L_1,x_g_m,Q,wo,bandwidth,K_BP
4319,1137.9620405527817,2.1544346900318868e-12,1.2915496650148827e-10,0.1,0.072,5619709809.991,77834254354.661,5.963
4320,1137.9620405527817,2.1544346900318868e-12,1.6681005372000558e-10,0.001,0.008,49449093501.273,5995250389275.971,0.077
4321,1137.9620405527817,2.1544346900318868e-12,1.6681005372000558e-10,0.0016681005372000592,0.011,38286637239.539,3594221549891.181,0.129
4322,1137.9620405527817,2.1544346900318868e-12,1.6681005372000558e-10,0.0027825594022071257,0.014,29643952746.562,2154842576118.435,0.215
4323,1137.9620405527817,2.1544346900318868e-12,1.6681005372000558e-10,0.004641588833612777,0.018,22952236022.779,1291957551101.435,0.359
4324,1137.9620405527817,2.1544346900318868e-12,1.6681005372000558e-10,0.007742636826811269,0.023,17771082788.763,774671568767.677,0.599
4325,1137.9620405527817,2.1544346900318868e-12,1.6681005372000558e-10,0.01291549665014884,0.03,13759504005.259,464566769447.827,0.999
4326,1137.9620405527817,2.1544346900318868e-12,1.6681005372000558e-10,0.021544346900318832,0.038,10653484242.977,278663826307.261,1.666
4327,1137.9620405527817,2.1544346900318868e-12,1.6681005372000558e-10,0.03593813663804626,0.049,8248605943.353,167217939806.554,2.776
4328,1137.9620405527817,2.1544346900318868e-12,1.6681005372000558e-10,0.05994842503189409,0.064,6386596014.686,100407886086.548,4.623
4329,1137.9620405527817,2.1544346900318868e-12,1.6681005372000558e-10,0.1,0.082,4944909350.127,60356311118.442,7.69
4330,1137.9620405527817,2.1544346900318868e-12,2.1544346900318867e-10,0.001,0.009,43511372130.827,4641996719699.321,0.1
4331,1137.9620405527817,2.1544346900318868e-12,2.1544346900318867e-10,0.0016681005372000592,0.012,33689275224.523,2782967288293.668,0.167
4332,1137.9620405527817,2.1544346900318868e-12,2.1544346900318867e-10,0.0027825594022071257,0.016,26084382302.197,1668508423286.604,0.278
4333,1137.9620405527817,2.1544346900318868e-12,2.1544346900318867e-10,0.004641588833612777,0.02,20196189901.762,1000407886086.547,0.464
4334,1137.9620405527817,2.1544346900318868e-12,2.1544346900318867e-10,0.007742636826811269,0.026,15637176369.465,599892136405.488,0.774
4335,1137.9620405527817,2.1544346900318868e-12,2.1544346900318867e-10,0.01291549665014884,0.034,12107297762.557,359789252467.01,1.29
4336,1137.9620405527817,2.1544346900318868e-12,2.1544346900318867e-10,0.021544346900318832,0.043,9374240952.954,215851355089.736,2.15
4337,1137.9620405527817,2.1544346900318868e-12,2.1544346900318867e-10,0.03593813663804626,0.056,7258134322.574,129562852588.036,3.582
4338,1137.9620405527817,2.1544346900318868e-12,2.1544346900318867e-10,0.05994842503189409,0.072,5619709809.991,77834254354.661,5.963
4339,1137.9620405527817,2.1544346900318868e-12,2.1544346900318867e-10,0.1,0.093,4351137213.083,46823774422.676,9.913
4340,1137.9620405527817,2.1544346900318868e-12,2.782559402207126e-10,0.001,0.011,38286637239.539,3594221549891.173,0.129
4341,1137.9620405527817,2.1544346900318868e-12,2.782559402207126e-10,0.0016681005372000592,0.014,29643952746.562,2154842576118.43,0.215
4342,1137.9620405527817,2.1544346900318868e-12,2.782559402207126e-10,0.0027825594022071257,0.018,22952236022.778,1291957551101.43,0.359
4343,1137.9620405527817,2.1544346900318868e-12,2.782559402207126e-10,0.004641588833612777,0.023,17771082788.763,774671568767.675,0.599
4344,1137.9620405527817,2.1544346900318868e-12,2.782559402207126e-10,0.007742636826811269,0.03,13759504005.259,464566769447.826,0.999
4345,1137.9620405527817,2.1544346900318868e-12,2.782559402207126e-10,0.01291549665014884,0.038,10653484242.977,278663826307.26,1.666
4346,1137.9620405527817,2.1544346900318868e-12,2.782559402207126e-10,0.021544346900318832,0.049,8248605943.353,167217939806.554,2.776
4347,1137.9620405527817,2.1544346900318868e-12,2.782559402207126e-10,0.03593813663804626,0.064,6386596014.686,100407886086.548,4.623
4348,1137.9620405527817,2.1544346900318868e-12,2.782559402207126e-10,0.05994842503189409,0.082,4944909350.127,60356311118.442,7.69
4349,1137.9620405527817,2.1544346900318868e-12,2.782559402207126e-10,0.1,0.105,3828663723.954,36346022724.594,12.771
4350,1137.9620405527817,2.1544346900318868e-12,3.593813663804626e-10,0.001,0.012,33689275224.523,2782967288293.673,0.167
4351,1137.9620405527817,2.1544346900318868e-12,3.593813663804626e-10,0.0016681005372000592,0.016,26084382302.197,1668508423286.607,0.278
4352,1137.9620405527817,2.1544346900318868e-12,3.593813663804626e-10,0.0027825594022071257,0.02,20196189901.762,1000407886086.548,0.464
4353,1137.9620405527817,2.1544346900318868e-12,3.593813663804626e-10,0.004641588833612777,0.026,15637176369.465,599892136405.49,0.774
4354,1137.9620405527817,2.1544346900318868e-12,3.593813663804626e-10,0.007742636826811269,0.034,12107297762.557,359789252467.011,1.29
4355,1137.9620405527817,2.1544346900318868e-12,3.593813663804626e-10,0.01291549665014884,0.043,9374240952.954,215851355089.736,2.15
4356,1137.9620405527817,2.1544346900318868e-12,3.593813663804626e-10,0.021544346900318832,0.056,7258134322.574,129562852588.036,3.582
4357,1137.9620405527817,2.1544346900318868e-12,3.593813663804626e-10,0.03593813663804626,0.072,5619709809.991,77834254354.661,5.963
4358,1137.9620405527817,2.1544346900318868e-12,3.593813663804626e-10,0.05994842503189409,0.093,4351137213.083,46823774422.676,9.913
4359,1137.9620405527817,2.1544346900318868e-12,3.593813663804626e-10,0.1,0.119,3368927522.452,28233480108.619,16.44
4360,1137.9620405527817,2.1544346900318868e-12,4.6415888336127727e-10,0.001,0.014,29643952746.562,2154842576118.435,0.215
4361,1137.9620405527817,2.1544346900318868e-12,4.6415888336127727e-10,0.0016681005372000592,0.018,22952236022.779,1291957551101.433,0.359
4362,1137.9620405527817,2.1544346900318868e-12,4.6415888336127727e-10,0.0027825594022071257,0.023,17771082788.763,774671568767.676,0.599
4363,1137.9620405527817,2.1544346900318868e-12,4.6415888336127727e-10,0.004641588833612777,0.03,13759504005.259,464566769447.827,0.999
4364,1137.9620405527817,2.1544346900318868e-12,4.6415888336127727e-10,0.007742636826811269,0.038,10653484242.977,278663826307.261,1.666
4365,1137.9620405527817,2.1544346900318868e-12,4.6415888336127727e-10,0.01291549665014884,0.049,8248605943.353,167217939806.554,2.776
4366,1137.9620405527817,2.1544346900318868e-12,4.6415888336127727e-10,0.021544346900318832,0.064,6386596014.686,100407886086.548,4.623
4367,1137.9620405527817,2.1544346900318868e-12,4.6415888336127727e-10,0.03593813663804626,0.082,4944909350.127,60356311118.442,7.69
4368,1137.9620405527817,2.1544346900318868e-12,4.6415888336127727e-10,0.05994842503189409,0.105,3828663723.954,36346022724.594,12.771
4369,1137.9620405527817,2.1544346900318868e-12,4.6415888336127727e-10,0.1,0.135,2964395274.656,21952232986.867,21.144
4370,1137.9620405527817,2.1544346900318868e-12,5.994842503189421e-10,0.001,0.016,26084382302.197,1668508423286.604,0.278
4371,1137.9620405527817,2.1544346900318868e-12,5.994842503189421e-10,0.0016681005372000592,0.02,20196189901.762,1000407886086.546,0.464
4372,1137.9620405527817,2.1544346900318868e-12,5.994842503189421e-10,0.0027825594022071257,0.026,15637176369.465,599892136405.488,0.774
4373,1137.9620405527817,2.1544346900318868e-12,5.994842503189421e-10,0.004641588833612777,0.034,12107297762.557,359789252467.01,1.29
4374,1137.9620405527817,2.1544346900318868e-12,5.994842503189421e-10,0.007742636826811269,0.043,9374240952.954,215851355089.736,2.15
4375,1137.9620405527817,2.1544346900318868e-12,5.994842503189421e-10,0.01291549665014884,0.056,7258134322.574,129562852588.036,3.582
4376,1137.9620405527817,2.1544346900318868e-12,5.994842503189421e-10,0.021544346900318832,0.072,5619709809.991,77834254354.661,5.963
4377,1137.9620405527817,2.1544346900318868e-12,5.994842503189421e-10,0.03593813663804626,0.093,4351137213.083,46823774422.676,9.913
4378,1137.9620405527817,2.1544346900318868e-12,5.994842503189421e-10,0.05994842503189409,0.119,3368927522.452,28233480108.619,16.44
4379,1137.9620405527817,2.1544346900318868e-12,5.994842503189421e-10,0.1,0.153,2608438230.22,17088891458.549,27.161
4380,1137.9620405527817,2.1544346900318868e-12,7.742636826811277e-10,0.001,0.018,22952236022.779,1291957551101.431,0.359
4381,1137.9620405527817,2.1544346900318868e-12,7.742636826811277e-10,0.0016681005372000592,0.023,17771082788.763,774671568767.674,0.599
4382,1137.9620405527817,2.1544346900318868e-12,7.742636826811277e-10,0.0027825594022071257,0.03,13759504005.259,464566769447.825,0.999
4383,1137.9620405527817,2.1544346900318868e-12,7.742636826811277e-10,0.004641588833612777,0.038,10653484242.977,278663826307.26,1.666
4384,1137.9620405527817,2.1544346900318868e-12,7.742636826811277e-10,0.007742636826811269,0.049,8248605943.353,167217939806.554,2.776
4385,1137.9620405527817,2.1544346900318868e-12,7.742636826811277e-10,0.01291549665014884,0.064,6386596014.686,100407886086.548,4.623
4386,1137.9620405527817,2.1544346900318868e-12,7.742636826811277e-10,0.021544346900318832,0.082,4944909350.127,60356311118.442,7.69
4387,1137.9620405527817,2.1544346900318868e-12,7.742636826811277e-10,0.03593813663804626,0.105,3828663723.954,36346022724.594,12.771
4388,1137.9620405527817,2.1544346900318868e-12,7.742636826811277e-10,0.05994842503189409,0.135,2964395274.656,21952232986.867,21.144
4389,1137.9620405527817,2.1544346900318868e-12,7.742636826811277e-10,0.1,0.172,2295223602.278,13323382736.697,34.838
4390,1137.9620405527817,2.1544346900318868e-12,1e-09,0.001,0.02,20196189901.762,1000407886086.548,0.464
4391,1137.9620405527817,2.1544346900318868e-12,1e-09,0.0016681005372000592,0.026,15637176369.465,599892136405.489,0.774
4392,1137.9620405527817,2.1544346900318868e-12,1e-09,0.0027825594022071257,0.034,12107297762.557,359789252467.01,1.29
4393,1137.9620405527817,2.1544346900318868e-12,1e-09,0.004641588833612777,0.043,9374240952.954,215851355089.736,2.15
4394,1137.9620405527817,2.1544346900318868e-12,1e-09,0.007742636826811269,0.056,7258134322.574,129562852588.036,3.582
4395,1137.9620405527817,2.1544346900318868e-12,1e-09,0.01291549665014884,0.072,5619709809.991,77834254354.661,5.963
4396,1137.9620405527817,2.1544346900318868e-12,1e-09,0.021544346900318832,0.093,4351137213.083,46823774422.676,9.913
4397,1137.9620405527817,2.1544346900318868e-12,1e-09,0.03593813663804626,0.119,3368927522.452,28233480108.619,16.44
4398,1137.9620405527817,2.1544346900318868e-12,1e-09,0.05994842503189409,0.153,2608438230.22,17088891458.549,27.161
4399,1137.9620405527817,2.1544346900318868e-12,1e-09,0.1,0.194,2019618990.176,10407886086.548,44.597
4400,1137.9620405527817,5.994842503189421e-12,1e-10,0.001,0.004,38286637239.539,10000146586659.111,0.017
4401,1137.9620405527817,5.994842503189421e-12,1e-10,0.0016681005372000592,0.005,29643952746.562,5994989089848.521,0.028
4402,1137.9620405527817,5.994842503189421e-12,1e-10,0.0027825594022071257,0.006,22952236022.778,3593960250463.737,0.046
4403,1137.9620405527817,5.994842503189421e-12,1e-10,0.004641588833612777,0.008,17771082788.763,2154581276690.996,0.077
4404,1137.9620405527817,5.994842503189421e-12,1e-10,0.007742636826811269,0.011,13759504005.259,1291696251673.995,0.129
4405,1137.9620405527817,5.994842503189421e-12,1e-10,0.01291549665014884,0.014,10653484242.977,774410269340.238,0.215
4406,1137.9620405527817,5.994842503189421e-12,1e-10,0.021544346900318832,0.018,8248605943.353,464305470020.389,0.359
4407,1137.9620405527817,5.994842503189421e-12,1e-10,0.03593813663804626,0.023,6386596014.686,278402526879.824,0.599
4408,1137.9620405527817,5.994842503189421e-12,1e-10,0.05994842503189409,0.03,4944909350.127,166956640379.117,0.999
4409,1137.9620405527817,5.994842503189421e-12,1e-10,0.1,0.038,3828663723.954,100146586659.111,1.666
4410,1137.9620405527817,5.994842503189421e-12,1.2915496650148827e-10,0.001,0.004,33689275224.523,7742783413470.389,0.022
4411,1137.9620405527817,5.994842503189421e-12,1.2915496650148827e-10,0.0016681005372000592,0.006,26084382302.197,4641735420271.894,0.036
4412,1137.9620405527817,5.994842503189421e-12,1.2915496650148827e-10,0.0027825594022071257,0.007,20196189901.762,2782705988866.237,0.06
4413,1137.9620405527817,5.994842503189421e-12,1.2915496650148827e-10,0.004641588833612777,0.009,15637176369.465,1668247123859.172,0.1
4414,1137.9620405527817,5.994842503189421e-12,1.2915496650148827e-10,0.007742636826811269,0.012,12107297762.557,1000146586659.112,0.167
4415,1137.9620405527817,5.994842503189421e-12,1.2915496650148827e-10,0.01291549665014884,0.016,9374240952.954,599630836978.053,0.278
4416,1137.9620405527817,5.994842503189421e-12,1.2915496650148827e-10,0.021544346900318832,0.02,7258134322.574,359527953039.574,0.464
4417,1137.9620405527817,5.994842503189421e-12,1.2915496650148827e-10,0.03593813663804626,0.026,5619709809.991,215590055662.3,0.774
4418,1137.9620405527817,5.994842503189421e-12,1.2915496650148827e-10,0.05994842503189409,0.034,4351137213.083,129301553160.6,1.29
4419,1137.9620405527817,5.994842503189421e-12,1.2915496650148827e-10,0.1,0.043,3368927522.452,77572954927.224,2.15
4420,1137.9620405527817,5.994842503189421e-12,1.6681005372000558e-10,0.001,0.005,29643952746.562,5994989089848.532,0.028
4421,1137.9620405527817,5.994842503189421e-12,1.6681005372000558e-10,0.0016681005372000592,0.006,22952236022.779,3593960250463.745,0.046
4422,1137.9620405527817,5.994842503189421e-12,1.6681005372000558e-10,0.0027825594022071257,0.008,17771082788.763,2154581276690.998,0.077
4423,1137.9620405527817,5.994842503189421e-12,1.6681005372000558e-10,0.004641588833612777,0.011,13759504005.259,1291696251673.998,0.129
4424,1137.9620405527817,5.994842503189421e-12,1.6681005372000558e-10,0.007742636826811269,0.014,10653484242.977,774410269340.24,0.215
4425,1137.9620405527817,5.994842503189421e-12,1.6681005372000558e-10,0.01291549665014884,0.018,8248605943.353,464305470020.39,0.359
4426,1137.9620405527817,5.994842503189421e-12,1.6681005372000558e-10,0.021544346900318832,0.023,6386596014.686,278402526879.824,0.599
4427,1137.9620405527817,5.994842503189421e-12,1.6681005372000558e-10,0.03593813663804626,0.03,4944909350.127,166956640379.117,0.999
4428,1137.9620405527817,5.994842503189421e-12,1.6681005372000558e-10,0.05994842503189409,0.038,3828663723.954,100146586659.111,1.666
4429,1137.9620405527817,5.994842503189421e-12,1.6681005372000558e-10,0.1,0.049,2964395274.656,60095011691.005,2.776
4430,1137.9620405527817,5.994842503189421e-12,2.1544346900318867e-10,0.001,0.006,26084382302.197,4641735420271.884,0.036
4431,1137.9620405527817,5.994842503189421e-12,2.1544346900318867e-10,0.0016681005372000592,0.007,20196189901.762,2782705988866.232,0.06
4432,1137.9620405527817,5.994842503189421e-12,2.1544346900318867e-10,0.0027825594022071257,0.009,15637176369.465,1668247123859.167,0.1
4433,1137.9620405527817,5.994842503189421e-12,2.1544346900318867e-10,0.004641588833612777,0.012,12107297762.557,1000146586659.11,0.167
4434,1137.9620405527817,5.994842503189421e-12,2.1544346900318867e-10,0.007742636826811269,0.016,9374240952.954,599630836978.052,0.278
4435,1137.9620405527817,5.994842503189421e-12,2.1544346900318867e-10,0.01291549665014884,0.02,7258134322.574,359527953039.573,0.464
4436,1137.9620405527817,5.994842503189421e-12,2.1544346900318867e-10,0.021544346900318832,0.026,5619709809.991,215590055662.299,0.774
4437,1137.9620405527817,5.994842503189421e-12,2.1544346900318867e-10,0.03593813663804626,0.034,4351137213.083,129301553160.599,1.29
4438,1137.9620405527817,5.994842503189421e-12,2.1544346900318867e-10,0.05994842503189409,0.043,3368927522.452,77572954927.224,2.15
4439,1137.9620405527817,5.994842503189421e-12,2.1544346900318867e-10,0.1,0.056,2608438230.22,46562474995.239,3.582
4440,1137.9620405527817,5.994842503189421e-12,2.782559402207126e-10,0.001,0.006,22952236022.779,3593960250463.737,0.046
4441,1137.9620405527817,5.994842503189421e-12,2.782559402207126e-10,0.0016681005372000592,0.008,17771082788.763,2154581276690.993,0.077
4442,1137.9620405527817,5.994842503189421e-12,2.782559402207126e-10,0.0027825594022071257,0.011,13759504005.259,1291696251673.994,0.129
4443,1137.9620405527817,5.994842503189421e-12,2.782559402207126e-10,0.004641588833612777,0.014,10653484242.977,774410269340.238,0.215
4444,1137.9620405527817,5.994842503189421e-12,2.782559402207126e-10,0.007742636826811269,0.018,8248605943.353,464305470020.389,0.359
4445,1137.9620405527817,5.994842503189421e-12,2.782559402207126e-10,0.01291549665014884,0.023,6386596014.686,278402526879.823,0.599
4446,1137.9620405527817,5.994842503189421e-12,2.782559402207126e-10,0.021544346900318832,0.03,4944909350.127,166956640379.117,0.999
4447,1137.9620405527817,5.994842503189421e-12,2.782559402207126e-10,0.03593813663804626,0.038,3828663723.954,100146586659.111,1.666
4448,1137.9620405527817,5.994842503189421e-12,2.782559402207126e-10,0.05994842503189409,0.049,2964395274.656,60095011691.005,2.776
4449,1137.9620405527817,5.994842503189421e-12,2.782559402207126e-10,0.1,0.064,2295223602.278,36084723297.157,4.623
4450,1137.9620405527817,5.994842503189421e-12,3.593813663804626e-10,0.001,0.007,20196189901.762,2782705988866.237,0.06
4451,1137.9620405527817,5.994842503189421e-12,3.593813663804626e-10,0.0016681005372000592,0.009,15637176369.465,1668247123859.17,0.1
4452,1137.9620405527817,5.994842503189421e-12,3.593813663804626e-10,0.0027825594022071257,0.012,12107297762.557,1000146586659.111,0.167
4453,1137.9620405527817,5.994842503189421e-12,3.593813663804626e-10,0.004641588833612777,0.016,9374240952.954,599630836978.053,0.278
4454,1137.9620405527817,5.994842503189421e-12,3.593813663804626e-10,0.007742636826811269,0.02,7258134322.574,359527953039.574,0.464
4455,1137.9620405527817,5.994842503189421e-12,3.593813663804626e-10,0.01291549665014884,0.026,5619709809.991,215590055662.3,0.774
4456,1137.9620405527817,5.994842503189421e-12,3.593813663804626e-10,0.021544346900318832,0.034,4351137213.083,129301553160.6,1.29
4457,1137.9620405527817,5.994842503189421e-12,3.593813663804626e-10,0.03593813663804626,0.043,3368927522.452,77572954927.224,2.15
4458,1137.9620405527817,5.994842503189421e-12,3.593813663804626e-10,0.05994842503189409,0.056,2608438230.22,46562474995.239,3.582
4459,1137.9620405527817,5.994842503189421e-12,3.593813663804626e-10,0.1,0.072,2019618990.176,27972180681.182,5.963
4460,1137.9620405527817,5.994842503189421e-12,4.6415888336127727e-10,0.001,0.008,17771082788.763,2154581276690.998,0.077
4461,1137.9620405527817,5.994842503189421e-12,4.6415888336127727e-10,0.0016681005372000592,0.011,13759504005.259,1291696251673.997,0.129
4462,1137.9620405527817,5.994842503189421e-12,4.6415888336127727e-10,0.0027825594022071257,0.014,10653484242.977,774410269340.239,0.215
4463,1137.9620405527817,5.994842503189421e-12,4.6415888336127727e-10,0.004641588833612777,0.018,8248605943.353,464305470020.39,0.359
4464,1137.9620405527817,5.994842503189421e-12,4.6415888336127727e-10,0.007742636826811269,0.023,6386596014.686,278402526879.824,0.599
4465,1137.9620405527817,5.994842503189421e-12,4.6415888336127727e-10,0.01291549665014884,0.03,4944909350.127,166956640379.117,0.999
4466,1137.9620405527817,5.994842503189421e-12,4.6415888336127727e-10,0.021544346900318832,0.038,3828663723.954,100146586659.111,1.666
4467,1137.9620405527817,5.994842503189421e-12,4.6415888336127727e-10,0.03593813663804626,0.049,2964395274.656,60095011691.005,2.776
4468,1137.9620405527817,5.994842503189421e-12,4.6415888336127727e-10,0.05994842503189409,0.064,2295223602.278,36084723297.158,4.623
4469,1137.9620405527817,5.994842503189421e-12,4.6415888336127727e-10,0.1,0.082,1777108278.876,21690933559.43,7.69
4470,1137.9620405527817,5.994842503189421e-12,5.994842503189421e-10,0.001,0.009,15637176369.465,1668247123859.167,0.1
4471,1137.9620405527817,5.994842503189421e-12,5.994842503189421e-10,0.0016681005372000592,0.012,12107297762.557,1000146586659.109,0.167
4472,1137.9620405527817,5.994842503189421e-12,5.994842503189421e-10,0.0027825594022071257,0.016,9374240952.954,599630836978.051,0.278
4473,1137.9620405527817,5.994842503189421e-12,5.994842503189421e-10,0.004641588833612777,0.02,7258134322.574,359527953039.573,0.464
4474,1137.9620405527817,5.994842503189421e-12,5.994842503189421e-10,0.007742636826811269,0.026,5619709809.991,215590055662.299,0.774
4475,1137.9620405527817,5.994842503189421e-12,5.994842503189421e-10,0.01291549665014884,0.034,4351137213.083,129301553160.599,1.29
4476,1137.9620405527817,5.994842503189421e-12,5.994842503189421e-10,0.021544346900318832,0.043,3368927522.452,77572954927.224,2.15
4477,1137.9620405527817,5.994842503189421e-12,5.994842503189421e-10,0.03593813663804626,0.056,2608438230.22,46562474995.239,3.582
4478,1137.9620405527817,5.994842503189421e-12,5.994842503189421e-10,0.05994842503189409,0.072,2019618990.176,27972180681.182,5.963
4479,1137.9620405527817,5.994842503189421e-12,5.994842503189421e-10,0.1,0.093,1563717636.947,16827592031.112,9.913
4480,1137.9620405527817,5.994842503189421e-12,7.742636826811277e-10,0.001,0.011,13759504005.259,1291696251673.994,0.129
4481,1137.9620405527817,5.994842503189421e-12,7.742636826811277e-10,0.0016681005372000592,0.014,10653484242.977,774410269340.237,0.215
4482,1137.9620405527817,5.994842503189421e-12,7.742636826811277e-10,0.0027825594022071257,0.018,8248605943.353,464305470020.388,0.359
4483,1137.9620405527817,5.994842503189421e-12,7.742636826811277e-10,0.004641588833612777,0.023,6386596014.686,278402526879.823,0.599
4484,1137.9620405527817,5.994842503189421e-12,7.742636826811277e-10,0.007742636826811269,0.03,4944909350.127,166956640379.117,0.999
4485,1137.9620405527817,5.994842503189421e-12,7.742636826811277e-10,0.01291549665014884,0.038,3828663723.954,100146586659.111,1.666
4486,1137.9620405527817,5.994842503189421e-12,7.742636826811277e-10,0.021544346900318832,0.049,2964395274.656,60095011691.005,2.776
4487,1137.9620405527817,5.994842503189421e-12,7.742636826811277e-10,0.03593813663804626,0.064,2295223602.278,36084723297.157,4.623
4488,1137.9620405527817,5.994842503189421e-12,7.742636826811277e-10,0.05994842503189409,0.082,1777108278.876,21690933559.43,7.69
4489,1137.9620405527817,5.994842503189421e-12,7.742636826811277e-10,0.1,0.105,1375950400.526,13062083309.26,12.771
4490,1137.9620405527817,5.994842503189421e-12,1e-09,0.001,0.012,12107297762.557,1000146586659.111,0.167
4491,1137.9620405527817,5.994842503189421e-12,1e-09,0.0016681005372000592,0.016,9374240952.954,599630836978.052,0.278
4492,1137.9620405527817,5.994842503189421e-12,1e-09,0.0027825594022071257,0.02,7258134322.574,359527953039.574,0.464
4493,1137.9620405527817,5.994842503189421e-12,1e-09,0.004641588833612777,0.026,5619709809.991,215590055662.3,0.774
4494,1137.9620405527817,5.994842503189421e-12,1e-09,0.007742636826811269,0.034,4351137213.083,129301553160.6,1.29
4495,1137.9620405527817,5.994842503189421e-12,1e-09,0.01291549665014884,0.043,3368927522.452,77572954927.224,2.15
4496,1137.9620405527817,5.994842503189421e-12,1e-09,0.021544346900318832,0.056,2608438230.22,46562474995.239,3.582
4497,1137.9620405527817,5.994842503189421e-12,1e-09,0.03593813663804626,0.072,2019618990.176,27972180681.182,5.963
4498,1137.9620405527817,5.994842503189421e-12,1e-09,0.05994842503189409,0.093,1563717636.947,16827592031.112,9.913
4499,1137.9620405527817,5.994842503189421e-12,1e-09,0.1,0.119,1210729776.256,10146586659.111,16.44
4500,1137.9620405527817,1.6681005372000556e-11,1e-10,0.001,0.002,22952236022.779,10000052680513.844,0.006
4501,1137.9620405527817,1.6681005372000556e-11,1e-10,0.0016681005372000592,0.003,17771082788.763,5994895183703.253,0.01
4502,1137.9620405527817,1.6681005372000556e-11,1e-10,0.0027825594022071257,0.004,13759504005.259,3593866344318.47,0.017
4503,1137.9620405527817,1.6681005372000556e-11,1e-10,0.004641588833612777,0.005,10653484242.977,2154487370545.729,0.028
4504,1137.9620405527817,1.6681005372000556e-11,1e-10,0.007742636826811269,0.006,8248605943.353,1291602345528.729,0.046
4505,1137.9620405527817,1.6681005372000556e-11,1e-10,0.01291549665014884,0.008,6386596014.686,774316363194.972,0.077
4506,1137.9620405527817,1.6681005372000556e-11,1e-10,0.021544346900318832,0.011,4944909350.127,464211563875.122,0.129
4507,1137.9620405527817,1.6681005372000556e-11,1e-10,0.03593813663804626,0.014,3828663723.954,278308620734.557,0.215
4508,1137.9620405527817,1.6681005372000556e-11,1e-10,0.05994842503189409,0.018,2964395274.656,166862734233.85,0.359
4509,1137.9620405527817,1.6681005372000556e-11,1e-10,0.1,0.023,2295223602.278,100052680513.845,0.599
4510,1137.9620405527817,1.6681005372000556e-11,1.2915496650148827e-10,0.001,0.003,20196189901.762,7742689507325.122,0.008
4511,1137.9620405527817,1.6681005372000556e-11,1.2915496650148827e-10,0.0016681005372000592,0.003,15637176369.465,4641641514126.626,0.013
4512,1137.9620405527817,1.6681005372000556e-11,1.2915496650148827e-10,0.0027825594022071257,0.004,12107297762.557,2782612082720.97,0.022
4513,1137.9620405527817,1.6681005372000556e-11,1.2915496650148827e-10,0.004641588833612777,0.006,9374240952.954,1668153217713.906,0.036
4514,1137.9620405527817,1.6681005372000556e-11,1.2915496650148827e-10,0.007742636826811269,0.007,7258134322.574,1000052680513.846,0.06
4515,1137.9620405527817,1.6681005372000556e-11,1.2915496650148827e-10,0.01291549665014884,0.009,5619709809.991,599536930832.786,0.1
4516,1137.9620405527817,1.6681005372000556e-11,1.2915496650148827e-10,0.021544346900318832,0.012,4351137213.083,359434046894.308,0.167
4517,1137.9620405527817,1.6681005372000556e-11,1.2915496650148827e-10,0.03593813663804626,0.016,3368927522.452,215496149517.033,0.278
4518,1137.9620405527817,1.6681005372000556e-11,1.2915496650148827e-10,0.05994842503189409,0.02,2608438230.22,129207647015.333,0.464
4519,1137.9620405527817,1.6681005372000556e-11,1.2915496650148827e-10,0.1,0.026,2019618990.176,77479048781.957,0.774
4520,1137.9620405527817,1.6681005372000556e-11,1.6681005372000558e-10,0.001,0.003,17771082788.763,5994895183703.266,0.01
4521,1137.9620405527817,1.6681005372000556e-11,1.6681005372000558e-10,0.0016681005372000592,0.004,13759504005.259,3593866344318.478,0.017
4522,1137.9620405527817,1.6681005372000556e-11,1.6681005372000558e-10,0.0027825594022071257,0.005,10653484242.977,2154487370545.731,0.028
4523,1137.9620405527817,1.6681005372000556e-11,1.6681005372000558e-10,0.004641588833612777,0.006,8248605943.353,1291602345528.731,0.046
4524,1137.9620405527817,1.6681005372000556e-11,1.6681005372000558e-10,0.007742636826811269,0.008,6386596014.686,774316363194.973,0.077
4525,1137.9620405527817,1.6681005372000556e-11,1.6681005372000558e-10,0.01291549665014884,0.011,4944909350.127,464211563875.123,0.129
4526,1137.9620405527817,1.6681005372000556e-11,1.6681005372000558e-10,0.021544346900318832,0.014,3828663723.954,278308620734.558,0.215
4527,1137.9620405527817,1.6681005372000556e-11,1.6681005372000558e-10,0.03593813663804626,0.018,2964395274.656,166862734233.851,0.359
4528,1137.9620405527817,1.6681005372000556e-11,1.6681005372000558e-10,0.05994842503189409,0.023,2295223602.278,100052680513.845,0.599
4529,1137.9620405527817,1.6681005372000556e-11,1.6681005372000558e-10,0.1,0.03,1777108278.876,60001105545.739,0.999
4530,1137.9620405527817,1.6681005372000556e-11,2.1544346900318867e-10,0.001,0.003,15637176369.465,4641641514126.617,0.013
4531,1137.9620405527817,1.6681005372000556e-11,2.1544346900318867e-10,0.0016681005372000592,0.004,12107297762.557,2782612082720.965,0.022
4532,1137.9620405527817,1.6681005372000556e-11,2.1544346900318867e-10,0.0027825594022071257,0.006,9374240952.954,1668153217713.901,0.036
4533,1137.9620405527817,1.6681005372000556e-11,2.1544346900318867e-10,0.004641588833612777,0.007,7258134322.574,1000052680513.844,0.06
4534,1137.9620405527817,1.6681005372000556e-11,2.1544346900318867e-10,0.007742636826811269,0.009,5619709809.991,599536930832.785,0.1
